,comment
410,"46:00 Otto wirkt recht fit, und Joris Idee für die Wärmemessung war klasse… bin gespannt, wie es weiter geht."
411,Knossi macht für Joris einen Feuerlehrgang =)
412,Ich die jedes Mal das Into mitspricht 
413,Digga Sascha geht einfach mit Socken im Wasser 
414,"Sabrina: habe echt viel Durchhaltevermögen an den Tag gelegt .

Auch Sabrina: ich gehe jetzt weil ich es morgens nicjt schaffe mein shelter über den Tag wieder zu flicken ^^ "
415,Ach Sabrina so eine HERZENSGUTE <3
416,"Knossi ist der King! Otto eine Maschine, Sascha kämpft und Joris ist the real deal ;). Fritz hat das Unglaubliche geschafft: Ein YT Format soooooo extrem groß zu machen! DU zeigst ALLEN die mediale Zeitenwende auf!!!! Ganz, ganz groß lieber Fritz! Vergiss bitte NIE wo du her kommst!
GJ @ all"
417,"Wie Knossi ohne etwas zu bauen, Regenschutz etc sich da die ganzen Tage beim schlimmsten Wetter in seiner Regenjacke an die Palme kuschelt und einfach nur durchhält- verrückt!"
418,"56:00 Wer kennt nicht die Legende von Prinz Markus von Anhalt und dem Schwert im Stein. Nice one, musste lachen^^"
419,Das mit der extra Challenge von otto hab ich direkt geglaubt
420,Wie knossi die Kokosnuss trinkt ich kann nicht mehr 
421,"""Die kälteste Temperatur ist mein Baby"" hahahaha"
422,"Krass hätte nicht gedacht das die Teilnehmer so krass durchziehen 

Riesen Respekt an alle!!"
